,Sex,Age group,VALUE,REF_DATE,UOM
3819209,Females,15 to 19 years,512.8,2019-11-01,Persons
3819210,Females,20 to 24 years,274.5,2019-11-01,Persons
3819211,Females,25 to 29 years,208.6,2019-11-01,Persons
3819212,Females,30 to 34 years,250.4,2019-11-01,Persons
3819213,Females,35 to 39 years,199.1,2019-11-01,Persons
3819214,Females,40 to 44 years,187.0,2019-11-01,Persons
3819215,Females,45 to 49 years,166.8,2019-11-01,Persons
3819216,Females,50 to 54 years,211.9,2019-11-01,Persons
3819217,Females,55 to 59 years,371.4,2019-11-01,Persons
3819218,Females,60 to 64 years,601.9,2019-11-01,Persons
3819219,Females,65 years and over,3094.1,2019-11-01,Persons
3819220,Females,65 to 69 years,830.4,2019-11-01,Persons
3819221,Females,70 years and over,2263.7,2019-11-01,Persons
3819222,Both sexes,15 years and over,5.5,2019-11-01,Percentage
3819223,Both sexes,15 to 24 years,10.7,2019-11-01,Percentage
3819224,Both sexes,25 years and over,4.6,2019-11-01,Percentage
3819225,Both sexes,25 to 44 years,5.0,2019-11-01,Percentage
3819226,Both sexes,45 to 64 years,4.3,2019-11-01,Percentage
3819227,Both sexes,45 years and over,4.3,2019-11-01,Percentage
3819228,Both sexes,25 to 54 years,4.6,2019-11-01,Percentage
3819229,Both sexes,55 years and over,4.6,2019-11-01,Percentage
3819230,Both sexes,15 to 64 years,5.5,2019-11-01,Percentage
3819231,Both sexes,15 to 19 years,14.3,2019-11-01,Percentage
3819232,Both sexes,20 to 24 years,8.8,2019-11-01,Percentage
3819233,Both sexes,25 to 29 years,6.2,2019-11-01,Percentage
3819234,Both sexes,30 to 34 years,4.7,2019-11-01,Percentage
3819235,Both sexes,35 to 39 years,4.8,2019-11-01,Percentage
3819236,Both sexes,40 to 44 years,4.2,2019-11-01,Percentage
3819237,Both sexes,45 to 49 years,3.6,2019-11-01,Percentage
3819238,Both sexes,50 to 54 years,4.1,2019-11-01,Percentage
3819239,Both sexes,55 to 59 years,4.8,2019-11-01,Percentage
3819240,Both sexes,60 to 64 years,5.0,2019-11-01,Percentage
3819241,Both sexes,65 years and over,3.8,2019-11-01,Percentage
3819242,Both sexes,65 to 69 years,4.3,2019-11-01,Percentage
3819243,Both sexes,70 years and over,3.0,2019-11-01,Percentage
3819244,Males,15 years and over,5.8,2019-11-01,Percentage
3819245,Males,15 to 24 years,12.1,2019-11-01,Percentage
3819246,Males,25 years and over,4.9,2019-11-01,Percentage
3819247,Males,25 to 44 years,5.4,2019-11-01,Percentage
3819248,Males,45 to 64 years,4.4,2019-11-01,Percentage
3819249,Males,45 years and over,4.3,2019-11-01,Percentage
3819250,Males,25 to 54 years,4.9,2019-11-01,Percentage
3819251,Males,55 years and over,4.7,2019-11-01,Percentage
3819252,Males,15 to 64 years,6.0,2019-11-01,Percentage
3819253,Males,15 to 19 years,15.1,2019-11-01,Percentage
3819254,Males,20 to 24 years,10.7,2019-11-01,Percentage
3819255,Males,25 to 29 years,6.9,2019-11-01,Percentage
3819256,Males,30 to 34 years,5.2,2019-11-01,Percentage
3819257,Males,35 to 39 years,5.0,2019-11-01,Percentage
3819258,Males,40 to 44 years,4.6,2019-11-01,Percentage
3819259,Males,45 to 49 years,3.4,2019-11-01,Percentage
3819260,Males,50 to 54 years,4.2,2019-11-01,Percentage
3819261,Males,55 to 59 years,4.9,2019-11-01,Percentage
3819262,Males,60 to 64 years,5.5,2019-11-01,Percentage
3819263,Males,65 years and over,3.3,2019-11-01,Percentage
3819264,Males,65 to 69 years,4.5,2019-11-01,Percentage
3819265,Males,70 years and over,1.6,2019-11-01,Percentage
3819266,Females,15 years and over,5.1,2019-11-01,Percentage
3819267,Females,15 to 24 years,9.1,2019-11-01,Percentage
3819268,Females,25 years and over,4.4,2019-11-01,Percentage
3819269,Females,25 to 44 years,4.5,2019-11-01,Percentage
3819270,Females,45 to 64 years,4.2,2019-11-01,Percentage
3819271,Females,45 years and over,4.2,2019-11-01,Percentage
3819272,Females,25 to 54 years,4.3,2019-11-01,Percentage
3819273,Females,55 years and over,4.5,2019-11-01,Percentage
3819274,Females,15 to 64 years,5.1,2019-11-01,Percentage
3819275,Females,15 to 19 years,13.4,2019-11-01,Percentage
3819276,Females,20 to 24 years,6.9,2019-11-01,Percentage
3819277,Females,25 to 29 years,5.5,2019-11-01,Percentage
3819278,Females,30 to 34 years,4.1,2019-11-01,Percentage
3819279,Females,35 to 39 years,4.7,2019-11-01,Percentage
3819280,Females,40 to 44 years,3.8,2019-11-01,Percentage
3819281,Females,45 to 49 years,3.8,2019-11-01,Percentage
3819282,Females,50 to 54 years,4.0,2019-11-01,Percentage
3819283,Females,55 to 59 years,4.7,2019-11-01,Percentage
3819284,Females,60 to 64 years,4.3,2019-11-01,Percentage
3819285,Females,65 years and over,4.6,2019-11-01,Percentage
3819286,Females,65 to 69 years,4.0,2019-11-01,Percentage
3819287,Females,70 years and over,5.7,2019-11-01,Percentage
3819288,Both sexes,15 years and over,65.3,2019-11-01,Percentage
3819289,Both sexes,15 to 24 years,62.2,2019-11-01,Percentage
3819290,Both sexes,25 years and over,65.8,2019-11-01,Percentage
3819291,Both sexes,25 to 44 years,87.7,2019-11-01,Percentage
3819292,Both sexes,45 to 64 years,76.7,2019-11-01,Percentage
3819293,Both sexes,45 years and over,52.2,2019-11-01,Percentage
3819294,Both sexes,25 to 54 years,87.5,2019-11-01,Percentage
3819295,Both sexes,55 years and over,38.0,2019-11-01,Percentage
3819296,Both sexes,15 to 64 years,78.7,2019-11-01,Percentage
3819297,Both sexes,15 to 19 years,45.9,2019-11-01,Percentage
3819298,Both sexes,20 to 24 years,76.0,2019-11-01,Percentage
3819299,Both sexes,25 to 29 years,86.1,2019-11-01,Percentage
3819300,Both sexes,30 to 34 years,87.0,2019-11-01,Percentage
3819301,Both sexes,35 to 39 years,88.6,2019-11-01,Percentage
3819302,Both sexes,40 to 44 years,89.2,2019-11-01,Percentage
3819303,Both sexes,45 to 49 years,88.3,2019-11-01,Percentage
3819304,Both sexes,50 to 54 years,85.8,2019-11-01,Percentage
3819305,Both sexes,55 to 59 years,75.9,2019-11-01,Percentage
3819306,Both sexes,60 to 64 years,58.0,2019-11-01,Percentage
3819307,Both sexes,65 years and over,14.7,2019-11-01,Percentage
3819308,Both sexes,65 to 69 years,28.1,2019-11-01,Percentage
3819309,Both sexes,70 years and over,8.3,2019-11-01,Percentage
3819310,Males,15 years and over,69.5,2019-11-01,Percentage
3819311,Males,15 to 24 years,61.5,2019-11-01,Percentage
3819312,Males,25 years and over,70.9,2019-11-01,Percentage
3819313,Males,25 to 44 years,91.9,2019-11-01,Percentage
3819314,Males,45 to 64 years,80.7,2019-11-01,Percentage
3819315,Males,45 years and over,57.5,2019-11-01,Percentage
3819316,Males,25 to 54 years,91.3,2019-11-01,Percentage
3819317,Males,55 years and over,43.7,2019-11-01,Percentage
3819318,Males,15 to 64 years,81.8,2019-11-01,Percentage
3819319,Males,15 to 19 years,44.4,2019-11-01,Percentage
3819320,Males,20 to 24 years,75.8,2019-11-01,Percentage
3819321,Males,25 to 29 years,88.2,2019-11-01,Percentage
3819322,Males,30 to 34 years,93.2,2019-11-01,Percentage
3819323,Males,35 to 39 years,92.8,2019-11-01,Percentage
3819324,Males,40 to 44 years,93.7,2019-11-01,Percentage
3819325,Males,45 to 49 years,91.0,2019-11-01,Percentage
3819326,Males,50 to 54 years,89.0,2019-11-01,Percentage
3819327,Males,55 to 59 years,79.4,2019-11-01,Percentage
3819328,Males,60 to 64 years,64.1,2019-11-01,Percentage
3819329,Males,65 years and over,19.6,2019-11-01,Percentage
3819330,Males,65 to 69 years,34.3,2019-11-01,Percentage
3819331,Males,70 years and over,12.0,2019-11-01,Percentage
3819332,Females,15 years and over,61.2,2019-11-01,Percentage
3819333,Females,15 to 24 years,63.1,2019-11-01,Percentage
3819334,Females,25 years and over,60.9,2019-11-01,Percentage
3819335,Females,25 to 44 years,83.5,2019-11-01,Percentage
3819336,Females,45 to 64 years,72.8,2019-11-01,Percentage
3819337,Females,45 years and over,47.3,2019-11-01,Percentage
3819338,Females,25 to 54 years,83.7,2019-11-01,Percentage
3819339,Females,55 years and over,32.8,2019-11-01,Percentage
3819340,Females,15 to 64 years,75.6,2019-11-01,Percentage
3819341,Females,15 to 19 years,47.5,2019-11-01,Percentage
3819342,Females,20 to 24 years,76.2,2019-11-01,Percentage
3819343,Females,25 to 29 years,83.9,2019-11-01,Percentage
3819344,Females,30 to 34 years,80.8,2019-11-01,Percentage
3819345,Females,35 to 39 years,84.3,2019-11-01,Percentage
3819346,Females,40 to 44 years,84.9,2019-11-01,Percentage
3819347,Females,45 to 49 years,85.7,2019-11-01,Percentage
3819348,Females,50 to 54 years,82.5,2019-11-01,Percentage
3819349,Females,55 to 59 years,72.4,2019-11-01,Percentage
3819350,Females,60 to 64 years,52.0,2019-11-01,Percentage
3819351,Females,65 years and over,10.4,2019-11-01,Percentage
3819352,Females,65 to 69 years,22.1,2019-11-01,Percentage
3819353,Females,70 years and over,5.2,2019-11-01,Percentage
3819354,Both sexes,15 years and over,61.8,2019-11-01,Percentage
3819355,Both sexes,15 to 24 years,55.6,2019-11-01,Percentage
3819356,Both sexes,25 years and over,62.8,2019-11-01,Percentage
3819357,Both sexes,25 to 44 years,83.3,2019-11-01,Percentage
3819358,Both sexes,45 to 64 years,73.4,2019-11-01,Percentage
3819359,Both sexes,45 years and over,50.0,2019-11-01,Percentage
3819360,Both sexes,25 to 54 years,83.4,2019-11-01,Percentage
3819361,Both sexes,55 years and over,36.3,2019-11-01,Percentage
3819362,Both sexes,15 to 64 years,74.3,2019-11-01,Percentage
3819363,Both sexes,15 to 19 years,39.4,2019-11-01,Percentage
3819364,Both sexes,20 to 24 years,69.3,2019-11-01,Percentage
3819365,Both sexes,25 to 29 years,80.7,2019-11-01,Percentage
3819366,Both sexes,30 to 34 years,82.9,2019-11-01,Percentage
3819367,Both sexes,35 to 39 years,84.3,2019-11-01,Percentage
3819368,Both sexes,40 to 44 years,85.5,2019-11-01,Percentage
3819369,Both sexes,45 to 49 years,85.1,2019-11-01,Percentage
3819370,Both sexes,50 to 54 years,82.2,2019-11-01,Percentage
3819371,Both sexes,55 to 59 years,72.3,2019-11-01,Percentage
3819372,Both sexes,60 to 64 years,55.1,2019-11-01,Percentage
3819373,Both sexes,65 years and over,14.1,2019-11-01,Percentage
3819374,Both sexes,65 to 69 years,26.9,2019-11-01,Percentage
3819375,Both sexes,70 years and over,8.0,2019-11-01,Percentage
3819376,Males,15 years and over,65.5,2019-11-01,Percentage
3819377,Males,15 to 24 years,54.0,2019-11-01,Percentage
3819378,Males,25 years and over,67.5,2019-11-01,Percentage
3819379,Males,25 to 44 years,86.9,2019-11-01,Percentage
3819380,Males,45 to 64 years,77.1,2019-11-01,Percentage
3819381,Males,45 years and over,55.0,2019-11-01,Percentage
3819382,Males,25 to 54 years,86.8,2019-11-01,Percentage
3819383,Males,55 years and over,41.7,2019-11-01,Percentage
3819384,Males,15 to 64 years,76.9,2019-11-01,Percentage
3819385,Males,15 to 19 years,37.7,2019-11-01,Percentage
3819386,Males,20 to 24 years,67.7,2019-11-01,Percentage
3819387,Males,25 to 29 years,82.1,2019-11-01,Percentage
3819388,Males,30 to 34 years,88.4,2019-11-01,Percentage
3819389,Males,35 to 39 years,88.2,2019-11-01,Percentage
3819390,Males,40 to 44 years,89.4,2019-11-01,Percentage
3819391,Males,45 to 49 years,87.9,2019-11-01,Percentage
3819392,Males,50 to 54 years,85.2,2019-11-01,Percentage
3819393,Males,55 to 59 years,75.5,2019-11-01,Percentage
3819394,Males,60 to 64 years,60.6,2019-11-01,Percentage
3819395,Males,65 years and over,18.9,2019-11-01,Percentage
3819396,Males,65 to 69 years,32.8,2019-11-01,Percentage
3819397,Males,70 years and over,11.8,2019-11-01,Percentage
3819398,Females,15 years and over,58.1,2019-11-01,Percentage
3819399,Females,15 to 24 years,57.3,2019-11-01,Percentage
3819400,Females,25 years and over,58.2,2019-11-01,Percentage
3819401,Females,25 to 44 years,79.7,2019-11-01,Percentage
3819402,Females,45 to 64 years,69.8,2019-11-01,Percentage
3819403,Females,45 years and over,45.2,2019-11-01,Percentage
3819404,Females,25 to 54 years,80.0,2019-11-01,Percentage
3819405,Females,55 years and over,31.3,2019-11-01,Percentage
3819406,Females,15 to 64 years,71.7,2019-11-01,Percentage
3819407,Females,15 to 19 years,41.2,2019-11-01,Percentage
3819408,Females,20 to 24 years,71.0,2019-11-01,Percentage
3819409,Females,25 to 29 years,79.3,2019-11-01,Percentage
3819410,Females,30 to 34 years,77.5,2019-11-01,Percentage
3819411,Females,35 to 39 years,80.4,2019-11-01,Percentage
3819412,Females,40 to 44 years,81.7,2019-11-01,Percentage
3819413,Females,45 to 49 years,82.4,2019-11-01,Percentage
3819414,Females,50 to 54 years,79.2,2019-11-01,Percentage
3819415,Females,55 to 59 years,69.1,2019-11-01,Percentage
3819416,Females,60 to 64 years,49.7,2019-11-01,Percentage
3819417,Females,65 years and over,9.9,2019-11-01,Percentage
3819418,Females,65 to 69 years,21.3,2019-11-01,Percentage
3819419,Females,70 years and over,4.9,2019-11-01,Percentage
3819420,Both sexes,15 years and over,439.9,2019-11-01,Persons
3819421,Both sexes,15 to 24 years,53.2,2019-11-01,Persons
3819422,Both sexes,25 years and over,386.6,2019-11-01,Persons
3819423,Both sexes,25 to 44 years,119.7,2019-11-01,Persons
3819424,Both sexes,45 to 64 years,157.4,2019-11-01,Persons
3819425,Both sexes,45 years and over,266.9,2019-11-01,Persons
3819426,Both sexes,25 to 54 years,194.8,2019-11-01,Persons
3819427,Both sexes,55 years and over,191.8,2019-11-01,Persons
3819428,Both sexes,15 to 64 years,330.3,2019-11-01,Persons
3819429,Both sexes,15 to 19 years,26.1,2019-11-01,Persons
3819430,Both sexes,20 to 24 years,27.2,2019-11-01,Persons
3819431,Both sexes,25 to 29 years,28.5,2019-11-01,Persons
3819432,Both sexes,30 to 34 years,28.9,2019-11-01,Persons
3819433,Both sexes,35 to 39 years,30.8,2019-11-01,Persons
3819434,Both sexes,40 to 44 years,31.5,2019-11-01,Persons
3819435,Both sexes,45 to 49 years,35.4,2019-11-01,Persons
3819436,Both sexes,50 to 54 years,39.8,2019-11-01,Persons
3819437,Both sexes,55 to 59 years,41.6,2019-11-01,Persons
3819438,Both sexes,60 to 64 years,40.6,2019-11-01,Persons
3819439,Both sexes,65 years and over,109.6,2019-11-01,Persons
3819440,Both sexes,65 to 69 years,38.3,2019-11-01,Persons
3819441,Both sexes,70 years and over,71.3,2019-11-01,Persons
3819442,Males,15 years and over,215.0,2019-11-01,Persons
3819443,Males,15 to 24 years,27.3,2019-11-01,Persons
3819444,Males,25 years and over,187.7,2019-11-01,Persons
3819445,Males,25 to 44 years,58.7,2019-11-01,Persons
3819446,Males,45 to 64 years,77.1,2019-11-01,Persons
3819447,Males,45 years and over,129.0,2019-11-01,Persons
3819448,Males,25 to 54 years,95.4,2019-11-01,Persons
3819449,Males,55 years and over,92.3,2019-11-01,Persons
3819450,Males,15 to 64 years,163.2,2019-11-01,Persons
3819451,Males,15 to 19 years,13.2,2019-11-01,Persons
3819452,Males,20 to 24 years,14.1,2019-11-01,Persons
3819453,Males,25 to 29 years,14.4,2019-11-01,Persons
3819454,Males,30 to 34 years,14.5,2019-11-01,Persons
3819455,Males,35 to 39 years,13.7,2019-11-01,Persons
3819456,Males,40 to 44 years,16.2,2019-11-01,Persons
3819457,Males,45 to 49 years,16.7,2019-11-01,Persons
3819458,Males,50 to 54 years,20.0,2019-11-01,Persons
3819459,Males,55 to 59 years,20.8,2019-11-01,Persons
3819460,Males,60 to 64 years,19.7,2019-11-01,Persons
3819461,Males,65 years and over,51.8,2019-11-01,Persons
3819462,Males,65 to 69 years,18.7,2019-11-01,Persons
3819463,Males,70 years and over,33.1,2019-11-01,Persons
3819464,Females,15 years and over,224.9,2019-11-01,Persons
3819465,Females,15 to 24 years,25.9,2019-11-01,Persons
3819466,Females,25 years and over,198.9,2019-11-01,Persons
3819467,Females,25 to 44 years,61.0,2019-11-01,Persons
3819468,Females,45 to 64 years,80.2,2019-11-01,Persons
3819469,Females,45 years and over,138.0,2019-11-01,Persons
3819470,Females,25 to 54 years,99.4,2019-11-01,Persons
3819471,Females,55 years and over,99.5,2019-11-01,Persons
3819472,Females,15 to 64 years,167.1,2019-11-01,Persons
3819473,Females,15 to 19 years,12.8,2019-11-01,Persons
3819474,Females,20 to 24 years,13.1,2019-11-01,Persons
3819475,Females,25 to 29 years,14.1,2019-11-01,Persons
3819476,Females,30 to 34 years,14.4,2019-11-01,Persons
3819477,Females,35 to 39 years,17.1,2019-11-01,Persons
3819478,Females,40 to 44 years,15.3,2019-11-01,Persons
3819479,Females,45 to 49 years,18.7,2019-11-01,Persons
3819480,Females,50 to 54 years,19.8,2019-11-01,Persons
3819481,Females,55 to 59 years,20.9,2019-11-01,Persons
3819482,Females,60 to 64 years,20.9,2019-11-01,Persons
3819483,Females,65 years and over,57.8,2019-11-01,Persons
3819484,Females,65 to 69 years,19.6,2019-11-01,Persons
3819485,Females,70 years and over,38.2,2019-11-01,Persons
3819486,Both sexes,15 years and over,251.8,2019-11-01,Persons
3819487,Both sexes,15 to 24 years,29.9,2019-11-01,Persons
3819488,Both sexes,25 years and over,221.9,2019-11-01,Persons
3819489,Both sexes,25 to 44 years,102.2,2019-11-01,Persons
3819490,Both sexes,45 to 64 years,107.3,2019-11-01,Persons
3819491,Both sexes,45 years and over,119.7,2019-11-01,Persons
3819492,Both sexes,25 to 54 years,163.1,2019-11-01,Persons
3819493,Both sexes,55 years and over,58.8,2019-11-01,Persons
3819494,Both sexes,15 to 64 years,239.4,2019-11-01,Persons
3819495,Both sexes,15 to 19 years,10.5,2019-11-01,Persons
3819496,Both sexes,20 to 24 years,19.4,2019-11-01,Persons
3819497,Both sexes,25 to 29 years,24.8,2019-11-01,Persons
3819498,Both sexes,30 to 34 years,24.2,2019-11-01,Persons
3819499,Both sexes,35 to 39 years,26.0,2019-11-01,Persons
3819500,Both sexes,40 to 44 years,27.1,2019-11-01,Persons
3819501,Both sexes,45 to 49 years,29.9,2019-11-01,Persons
3819502,Both sexes,50 to 54 years,31.0,2019-11-01,Persons
3819503,Both sexes,55 to 59 years,27.9,2019-11-01,Persons
3819504,Both sexes,60 to 64 years,18.4,2019-11-01,Persons
3819505,Both sexes,65 years and over,12.4,2019-11-01,Persons
3819506,Both sexes,65 to 69 years,8.0,2019-11-01,Persons
3819507,Both sexes,70 years and over,4.4,2019-11-01,Persons
3819508,Males,15 years and over,131.6,2019-11-01,Persons
3819509,Males,15 to 24 years,14.9,2019-11-01,Persons
3819510,Males,25 years and over,116.6,2019-11-01,Persons
3819511,Males,25 to 44 years,52.4,2019-11-01,Persons
3819512,Males,45 to 64 years,56.2,2019-11-01,Persons
3819513,Males,45 years and over,64.3,2019-11-01,Persons
3819514,Males,25 to 54 years,83.1,2019-11-01,Persons
3819515,Males,55 years and over,33.5,2019-11-01,Persons
3819516,Males,15 to 64 years,123.5,2019-11-01,Persons
3819517,Males,15 to 19 years,5.0,2019-11-01,Persons
3819518,Males,20 to 24 years,9.9,2019-11-01,Persons
3819519,Males,25 to 29 years,13.3,2019-11-01,Persons
3819520,Males,30 to 34 years,12.6,2019-11-01,Persons
3819521,Males,35 to 39 years,12.4,2019-11-01,Persons
3819522,Males,40 to 44 years,14.0,2019-11-01,Persons
3819523,Males,45 to 49 years,14.7,2019-11-01,Persons
3819524,Males,50 to 54 years,16.1,2019-11-01,Persons
3819525,Males,55 to 59 years,14.9,2019-11-01,Persons
3819526,Males,60 to 64 years,10.5,2019-11-01,Persons
3819527,Males,65 years and over,8.1,2019-11-01,Persons
3819528,Males,65 to 69 years,5.2,2019-11-01,Persons
3819529,Males,70 years and over,2.9,2019-11-01,Persons
3819530,Females,15 years and over,120.2,2019-11-01,Persons
3819531,Females,15 to 24 years,15.0,2019-11-01,Persons
3819532,Females,25 years and over,105.3,2019-11-01,Persons
3819533,Females,25 to 44 years,49.8,2019-11-01,Persons
3819534,Females,45 to 64 years,51.1,2019-11-01,Persons
3819535,Females,45 years and over,55.4,2019-11-01,Persons
3819536,Females,25 to 54 years,80.0,2019-11-01,Persons
3819537,Females,55 years and over,25.3,2019-11-01,Persons
3819538,Females,15 to 64 years,115.9,2019-11-01,Persons
